68034 silly lifecycle is-utf8@0.2.1~preinstall: no script for preinstall, continuing
77546 silly postinstall window-size@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\window-size-bec80709
77547 info lifecycle window-size@0.2.0~postinstall: window-size@0.2.0
77548 silly lifecycle window-size@0.2.0~postinstall: no script for postinstall, continuing
77549 silly postinstall text-table@0.2.0 C:\Users\pozda\bmsk\node_modules\.staging\text-table-05e18bc2
77550 info lifecycle text-table@0.2.0~postinstall: text-table@0.2.0
77551 silly lifecycle text-table@0.2.0~postinstall: no script for postinstall, continuing
77552 silly postinstall textextensions@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\textextensions-d6e87110
77553 info lifecycle textextensions@1.0.2~postinstall: textextensions@1.0.2
77554 silly lifecycle textextensions@1.0.2~postinstall: no script for postinstall, continuing
77555 silly postinstall istextorbinary@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\istextorbinary-8588d39a
77556 info lifecycle istextorbinary@1.0.2~postinstall: istextorbinary@1.0.2
77557 silly lifecycle istextorbinary@1.0.2~postinstall: no script for postinstall, continuing
77558 silly postinstall throttleit@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\throttleit-c84e0bd1
77559 info lifecycle throttleit@1.0.0~postinstall: throttleit@1.0.0
77560 silly lifecycle throttleit@1.0.0~postinstall: no script for postinstall, continuing
77561 silly postinstall request-progress@2.0.1 C:\Users\pozda\bmsk\node_modules\.staging\request-progress-54a56d22
77562 info lifecycle request-progress@2.0.1~postinstall: request-progress@2.0.1
77563 silly lifecycle request-progress@2.0.1~postinstall: no script for postinstall, continuing
77564 silly postinstall through@2.3.8 C:\Users\pozda\bmsk\node_modules\.staging\through-3f979b8a
77565 info lifecycle through@2.3.8~postinstall: through@2.3.8
77566 silly lifecycle through@2.3.8~postinstall: no script for postinstall, continuing
77567 silly postinstall pause-stream@0.0.11 C:\Users\pozda\bmsk\node_modules\.staging\pause-stream-7fe87417
77568 info lifecycle pause-stream@0.0.11~postinstall: pause-stream@0.0.11
77569 silly lifecycle pause-stream@0.0.11~postinstall: no script for postinstall, continuing
77570 silly postinstall split@0.3.3 C:\Users\pozda\bmsk\node_modules\.staging\split-46025417
77571 info lifecycle split@0.3.3~postinstall: split@0.3.3
77572 silly lifecycle split@0.3.3~postinstall: no script for postinstall, continuing
77573 silly postinstall event-stream@3.3.4 C:\Users\pozda\bmsk\node_modules\.staging\event-stream-77db0c27
77574 info lifecycle event-stream@3.3.4~postinstall: event-stream@3.3.4
77575 silly lifecycle event-stream@3.3.4~postinstall: no script for postinstall, continuing
77576 silly postinstall isarray@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\isarray-716e5976
77577 info lifecycle isarray@1.0.0~postinstall: isarray@1.0.0
77578 silly lifecycle isarray@1.0.0~postinstall: no script for postinstall, continuing
77579 silly postinstall tildify@1.2.0 C:\Users\pozda\bmsk\node_modules\.staging\tildify-ee1cabae
77580 info lifecycle tildify@1.2.0~postinstall: tildify@1.2.0
77581 silly lifecycle tildify@1.2.0~postinstall: no script for postinstall, continuing
77582 silly postinstall time-stamp@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\time-stamp-a309bd50
77583 info lifecycle time-stamp@1.0.1~postinstall: time-stamp@1.0.1
77584 silly lifecycle time-stamp@1.0.1~postinstall: no script for postinstall, continuing
77585 silly postinstall fancy-log@1.3.0 C:\Users\pozda\bmsk\node_modules\.staging\fancy-log-e4f349cf
77586 info lifecycle fancy-log@1.3.0~postinstall: fancy-log@1.3.0
77587 silly lifecycle fancy-log@1.3.0~postinstall: no script for postinstall, continuing
77588 silly postinstall to-absolute-glob@0.1.1 C:\Users\pozda\bmsk\node_modules\.staging\to-absolute-glob-975b0879
77589 info lifecycle to-absolute-glob@0.1.1~postinstall: to-absolute-glob@0.1.1
77590 silly lifecycle to-absolute-glob@0.1.1~postinstall: no script for postinstall, continuing
77591 silly postinstall toposort@0.2.12 C:\Users\pozda\bmsk\node_modules\.staging\toposort-700b9c23
77592 info lifecycle toposort@0.2.12~postinstall: toposort@0.2.12
77593 silly lifecycle toposort@0.2.12~postinstall: no script for postinstall, continuing
77594 silly postinstall tough-cookie@2.3.2 C:\Users\pozda\bmsk\node_modules\.staging\tough-cookie-ae6fe31f
77595 info lifecycle tough-cookie@2.3.2~postinstall: tough-cookie@2.3.2
77596 silly lifecycle tough-cookie@2.3.2~postinstall: no script for postinstall, continuing
77597 silly postinstall trim-newlines@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\trim-newlines-c16130d1
77598 info lifecycle trim-newlines@1.0.0~postinstall: trim-newlines@1.0.0
77599 silly lifecycle trim-newlines@1.0.0~postinstall: no script for postinstall, continuing
77600 silly postinstall tryit@1.0.3 C:\Users\pozda\bmsk\node_modules\.staging\tryit-a6cf44ad
77601 info lifecycle tryit@1.0.3~postinstall: tryit@1.0.3
77602 silly lifecycle tryit@1.0.3~postinstall: no script for postinstall, continuing
77603 silly postinstall tryor@0.1.2 C:\Users\pozda\bmsk\node_modules\.staging\tryor-34dc8d93
77604 info lifecycle tryor@0.1.2~postinstall: tryor@0.1.2
77605 silly lifecycle tryor@0.1.2~postinstall: no script for postinstall, continuing
77606 silly postinstall tunnel-agent@0.4.3 C:\Users\pozda\bmsk\node_modules\.staging\tunnel-agent-1e140c8f
77607 info lifecycle tunnel-agent@0.4.3~postinstall: tunnel-agent@0.4.3
77608 silly lifecycle tunnel-agent@0.4.3~postinstall: no script for postinstall, continuing
77609 silly postinstall tweetnacl@0.14.5 C:\Users\pozda\bmsk\node_modules\.staging\tweetnacl-8428d778
77610 info lifecycle tweetnacl@0.14.5~postinstall: tweetnacl@0.14.5
77611 silly lifecycle tweetnacl@0.14.5~postinstall: no script for postinstall, continuing
77612 silly postinstall bcrypt-pbkdf@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\bcrypt-pbkdf-cec87b49
77613 info lifecycle bcrypt-pbkdf@1.0.1~postinstall: bcrypt-pbkdf@1.0.1
77614 silly lifecycle bcrypt-pbkdf@1.0.1~postinstall: no script for postinstall, continuing
77615 silly postinstall sshpk@1.10.2 C:\Users\pozda\bmsk\node_modules\.staging\sshpk-2ea56c8a
77616 info lifecycle sshpk@1.10.2~postinstall: sshpk@1.10.2
77617 silly lifecycle sshpk@1.10.2~postinstall: no script for postinstall, continuing
77618 silly postinstall type-is@1.6.14 C:\Users\pozda\bmsk\node_modules\.staging\type-is-d9fb567d
77619 info lifecycle type-is@1.6.14~postinstall: type-is@1.6.14
77620 silly lifecycle type-is@1.6.14~postinstall: no script for postinstall, continuing
77621 silly postinstall typedarray@0.0.6 C:\Users\pozda\bmsk\node_modules\.staging\typedarray-ee4c6688
77622 info lifecycle typedarray@0.0.6~postinstall: typedarray@0.0.6
77623 silly lifecycle typedarray@0.0.6~postinstall: no script for postinstall, continuing
77624 silly postinstall uglify-save-license@0.4.1 C:\Users\pozda\bmsk\node_modules\.staging\uglify-save-license-d62914d5
77625 info lifecycle uglify-save-license@0.4.1~postinstall: uglify-save-license@0.4.1
77626 silly lifecycle uglify-save-license@0.4.1~postinstall: no script for postinstall, continuing
77627 silly postinstall uglify-to-browserify@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\uglify-to-browserify-f4d8c8dc
77628 info lifecycle uglify-to-browserify@1.0.2~postinstall: uglify-to-browserify@1.0.2
77629 silly lifecycle uglify-to-browserify@1.0.2~postinstall: no script for postinstall, continuing
77630 silly postinstall uid2@0.0.3 C:\Users\pozda\bmsk\node_modules\.staging\uid2-209fb244
77631 info lifecycle uid2@0.0.3~postinstall: uid2@0.0.3
77632 silly lifecycle uid2@0.0.3~postinstall: no script for postinstall, continuing
77633 silly postinstall connect@2.12.0 C:\Users\pozda\bmsk\node_modules\.staging\connect-87e92fc6
77634 info lifecycle connect@2.12.0~postinstall: connect@2.12.0
77635 silly lifecycle connect@2.12.0~postinstall: no script for postinstall, continuing
77636 silly postinstall unc-path-regex@0.1.2 C:\Users\pozda\bmsk\node_modules\.staging\unc-path-regex-3378ebdc
77637 info lifecycle unc-path-regex@0.1.2~postinstall: unc-path-regex@0.1.2
77638 silly lifecycle unc-path-regex@0.1.2~postinstall: no script for postinstall, continuing
77639 silly postinstall is-unc-path@0.1.2 C:\Users\pozda\bmsk\node_modules\.staging\is-unc-path-5cc1ce07
77640 info lifecycle is-unc-path@0.1.2~postinstall: is-unc-path@0.1.2
77641 silly lifecycle is-unc-path@0.1.2~postinstall: no script for postinstall, continuing
77642 silly postinstall is-relative@0.2.1 C:\Users\pozda\bmsk\node_modules\.staging\is-relative-f47e3390
77643 info lifecycle is-relative@0.2.1~postinstall: is-relative@0.2.1
77644 silly lifecycle is-relative@0.2.1~postinstall: no script for postinstall, continuing
77645 silly postinstall is-absolute@0.2.6 C:\Users\pozda\bmsk\node_modules\.staging\is-absolute-d7e5eb3f
77646 info lifecycle is-absolute@0.2.6~postinstall: is-absolute@0.2.6
77647 silly lifecycle is-absolute@0.2.6~postinstall: no script for postinstall, continuing
77648 silly postinstall parse-filepath@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\parse-filepath-d7d90642
77649 info lifecycle parse-filepath@1.0.1~postinstall: parse-filepath@1.0.1
77650 silly lifecycle parse-filepath@1.0.1~postinstall: no script for postinstall, continuing
77651 silly postinstall fined@1.0.2 C:\Users\pozda\bmsk\node_modules\.staging\fined-6cd9a0ae
77652 info lifecycle fined@1.0.2~postinstall: fined@1.0.2
77653 silly lifecycle fined@1.0.2~postinstall: no script for postinstall, continuing
77654 silly postinstall uniq@1.0.1 C:\Users\pozda\bmsk\node_modules\.staging\uniq-8f20179d
77655 info lifecycle uniq@1.0.1~postinstall: uniq@1.0.1
77656 silly lifecycle uniq@1.0.1~postinstall: no script for postinstall, continuing
77657 silly postinstall postcss-selector-parser@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\postcss-selector-parser-a739957a
77658 info lifecycle postcss-selector-parser@2.2.3~postinstall: postcss-selector-parser@2.2.3
77659 silly lifecycle postcss-selector-parser@2.2.3~postinstall: no script for postinstall, continuing
77660 silly postinstall postcss-minify-selectors@2.1.1 C:\Users\pozda\bmsk\node_modules\.staging\postcss-minify-selectors-9c67fb2c
77661 info lifecycle postcss-minify-selectors@2.1.1~postinstall: postcss-minify-selectors@2.1.1
77662 silly lifecycle postcss-minify-selectors@2.1.1~postinstall: no script for postinstall, continuing
77663 silly postinstall uniqid@4.1.1 C:\Users\pozda\bmsk\node_modules\.staging\uniqid-764ca7a5
77664 info lifecycle uniqid@4.1.1~postinstall: uniqid@4.1.1
77665 silly lifecycle uniqid@4.1.1~postinstall: no script for postinstall, continuing
77666 silly postinstall postcss-filter-plugins@2.0.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-filter-plugins-c2b01be3
77667 info lifecycle postcss-filter-plugins@2.0.2~postinstall: postcss-filter-plugins@2.0.2
77668 silly lifecycle postcss-filter-plugins@2.0.2~postinstall: no script for postinstall, continuing
77669 silly postinstall uniqs@2.0.0 C:\Users\pozda\bmsk\node_modules\.staging\uniqs-8b5657b1
77670 info lifecycle uniqs@2.0.0~postinstall: uniqs@2.0.0
77671 silly lifecycle uniqs@2.0.0~postinstall: no script for postinstall, continuing
77672 silly postinstall postcss-discard-unused@2.2.3 C:\Users\pozda\bmsk\node_modules\.staging\postcss-discard-unused-c30191f2
77673 info lifecycle postcss-discard-unused@2.2.3~postinstall: postcss-discard-unused@2.2.3
77674 silly lifecycle postcss-discard-unused@2.2.3~postinstall: no script for postinstall, continuing
77675 silly postinstall postcss-minify-params@1.2.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-minify-params-e73bb469
77676 info lifecycle postcss-minify-params@1.2.2~postinstall: postcss-minify-params@1.2.2
77677 silly lifecycle postcss-minify-params@1.2.2~postinstall: no script for postinstall, continuing
77678 silly postinstall postcss-unique-selectors@2.0.2 C:\Users\pozda\bmsk\node_modules\.staging\postcss-unique-selectors-7d4841d9
77679 info lifecycle postcss-unique-selectors@2.0.2~postinstall: postcss-unique-selectors@2.0.2
77680 silly lifecycle postcss-unique-selectors@2.0.2~postinstall: no script for postinstall, continuing
77681 silly postinstall postcss-zindex@2.2.0 C:\Users\pozda\bmsk\node_modules\.staging\postcss-zindex-22b3ad1c
77682 info lifecycle postcss-zindex@2.2.0~postinstall: postcss-zindex@2.2.0
77683 silly lifecycle postcss-zindex@2.2.0~postinstall: no script for postinstall, continuing
77684 silly postinstall unique-stream@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\unique-stream-eb7f95a4
77685 info lifecycle unique-stream@1.0.0~postinstall: unique-stream@1.0.0
77686 silly lifecycle unique-stream@1.0.0~postinstall: no script for postinstall, continuing
77687 silly postinstall unpipe@1.0.0 C:\Users\pozda\bmsk\node_modules\.staging\unpipe-d880041e
77688 info lifecycle unpipe@1.0.0~postinstall: unpipe@1.0.0
77689 silly lifecycle unpipe@1.0.0~postinstall: no script for postinstall, continuing
77690 silly postinstall raw-body@2.1.7 C:\Users\pozda\bmsk\node_modules\.staging\raw-body-f193d48b
77691 info lifecycle raw-body@2.1.7~postinstall: raw-body@2.1.7
77692 silly lifecycle raw-body@2.1.7~postinstall: no script for postinstall, continuing
77693 silly postinstall body-parser@1.14.2 C:\Users\pozda\bmsk\node_modules\.staging\body-parser-0baf6c70
77694 info lifecycle body-parser@1.14.2~postinstall: body-parser@1.14.2
77695 silly lifecycle body-parser@1.14.2~postinstall: no script for postinstall, continuing
77696 silly postinstall upper-case@1.1.3 C:\Users\pozda\bmsk\node_modules\.staging\upper-case-97848727
77697 info lifecycle upper-case@1.1.3~postinstall: upper-case@1.1.3
77698 silly lifecycle upper-case@1.1.3~postinstall: no script for postinstall, continuing
77699 silly postinstall camel-case@1.2.2 C:\Users\pozda\bmsk\node_modules\.staging\camel-case-79449f20
77700 info lifecycle camel-case@1.2.2~postinstall: camel-case@1.2.2
77701 silly lifecycle camel-case@1.2.2~postinstall: no script for postinstall, continuing
77702 silly postinstall constant-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\constant-case-8cb2c6e0
77703 info lifecycle constant-case@1.1.2~postinstall: constant-case@1.1.2
77704 silly lifecycle constant-case@1.1.2~postinstall: no script for postinstall, continuing
77705 silly postinstall is-upper-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\is-upper-case-e450dbf1
77706 info lifecycle is-upper-case@1.1.2~postinstall: is-upper-case@1.1.2
77707 silly lifecycle is-upper-case@1.1.2~postinstall: no script for postinstall, continuing
77708 silly postinstall swap-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\swap-case-afca0365
77709 info lifecycle swap-case@1.1.2~postinstall: swap-case@1.1.2
77710 silly lifecycle swap-case@1.1.2~postinstall: no script for postinstall, continuing
77711 silly postinstall title-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\title-case-7417f9b4
77712 info lifecycle title-case@1.1.2~postinstall: title-case@1.1.2
77713 silly lifecycle title-case@1.1.2~postinstall: no script for postinstall, continuing
77714 silly postinstall upper-case-first@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\upper-case-first-dcfba3a3
77715 info lifecycle upper-case-first@1.1.2~postinstall: upper-case-first@1.1.2
77716 silly lifecycle upper-case-first@1.1.2~postinstall: no script for postinstall, continuing
77717 silly postinstall pascal-case@1.1.2 C:\Users\pozda\bmsk\node_modules\.staging\pascal-case-74397371
77718 info lifecycle pascal-case@1.1.2~postinstall: pascal-case@1.1.2
77719 silly lifecycle pascal-case@1.1.2~postinstall: no script for postinstall, continuing
77720 silly postinstall change-case@2.3.1 C:\Users\pozda\bmsk\node_modules\.staging\change-case-76a72a5c
77721 info lifecycle change-case@2.3.1~postinstall: change-case@2.3.1
77722 silly lifecycle change-case@2.3.1~postinstall: no script for postinstall, continuing
77723 silly postinstall urix@0.1.0 C:\Users\pozda\bmsk\node_modules\.staging\urix-e2335282
77724 info lifecycle urix@0.1.0~postinstall: urix@0.1.0
77725 silly lifecycle urix@0.1.0~postinstall: no script for postinstall, continuing
77726 silly postinstall source-map-resolve@0.3.1 C:\Users\pozda\bmsk\node_modules\.staging\source-map-resolve-5446e1fe
77727 info lifecycle source-map-resolve@0.3.1~postinstall: source-map-resolve@0.3.1
77728 silly lifecycle source-map-resolve@0.3.1~postinstall: no script for postinstall, continuing
77729 silly postinstall css@2.2.1 C:\Users\pozda\bmsk\node_modules\.staging\css-c250b546
77730 info lifecycle css@2.2.1~postinstall: css@2.2.1
77731 silly lifecycle css@2.2.1~postinstall: no script for postinstall, continuing
77732 silly postinstall user-home@1.1.1 C:\Users\pozda\bmsk\node_modules\.staging\user-home-4cafdeb9
77733 info lifecycle user-home@1.1.1~postinstall: user-home@1.1.1
77734 silly lifecycle user-home@1.1.1~postinstall: no script for postinstall, continuing
